x,y,z, 
-0.29478455,2.8275604,8.3428955, 
0.054779053,2.8802338,9.568726, 
-0.08409119,2.947281,8.879196, 
0.045196533,3.0621948,9.142563, 
0.06436157,3.0909271,9.137772, 
-0.026641846,3.0382538,8.864822, 
0.13618469,3.043045,8.840881, 
0.13139343,2.9376984,8.860031, 
0.07392883,2.9568481,8.745117, 
0.11703491,2.9903717,8.797791, 
0.12660217,3.0382538,8.783432, 
0.38996887,3.0717773,8.57753, 
0.45220947,3.1531677,8.97496, 
0.6293793,3.205841,9.233536, 
0.7107849,3.2154236,9.46817, 
0.8592377,3.2202148,9.669281, 
1.0172424,3.2537231,8.807373, 
0.84965515,3.1962738,8.385986, 
0.7251587,3.3255463,8.227966, 
0.57192993,3.3973846,8.314163, 
0.27026367,3.3303375,8.371628, 
-0.036209106,3.1723328,10.023621, 
-0.23731995,3.1292267,10.622177, 
-0.093673706,2.4923706,12.374725, 
-0.24690247,1.9656525,11.723511, 
0.10745239,2.568985,7.5480194, 
0.10745239,2.8036194,7.069168, 
-0.4096985,2.4588623,8.893555, 
-0.9651642,2.6455994,7.787445, 
-0.9364319,3.066986,7.265503, 
-0.6730652,3.4692078,7.356476, 
-0.9172821,3.5027313,8.749908, 
-0.47195435,3.6463776,9.846451, 
0.34687805,3.8043976,10.650909, 
0.8257141,3.588913,10.583862, 
0.4474182,2.0949402,12.11615, 
-0.2995758,1.8507233,9.956589, 
1.1992035,2.7174225,7.0548096, 
0.84965515,2.248169,8.855255, 
0.5096741,2.387024,8.314163, 
0.4905243,2.6982727,7.792221, 
0.67248535,2.885025,7.7778625, 
-0.08888245,3.1148682,7.59111, 
-0.017059326,3.632019,7.6198425, 
0.21757507,3.746933,9.650131, 
-0.74009705,3.660736,12.3076935, 
-0.66348267,2.1811218,12.853577, 
-0.8167114,2.2098541,7.763489, 
0.10745239,2.7940369,7.629425, 
0.18885803,2.3056183,9.64534, 
-0.17507935,2.410965,8.10347, 
-0.32351685,2.7461548,7.0500183, 
0.09786987,3.0621948,7.701248, 
-0.041000366,3.426117,8.424301, 
-0.026626587,3.49794,9.947006, 
0.1984253,3.2776794,11.321274, 
1.0220337,2.679123,11.273392, 
-0.41448975,1.6160889,10.502457, 
-0.055358887,1.9369202,8.625412, 
0.6820526,2.3056335,9.429855, 
0.6293793,2.406189,7.806595, 
0.27503967,2.276886,7.7156067, 
0.82092285,2.5594025,8.266281, 
0.40911865,2.9137573,8.831314, 
-0.1559143,3.5075073,8.668503, 
-0.25169373,3.450058,9.405914, 
-0.1846466,3.1196594,10.009262, 
-0.89334106,1.7693176,13.150452, 
-0.6539154,1.7310181,9.472961, 
-0.16549683,2.118866,9.046783, 
-0.18943787,1.7405853,9.472961, 
0.09309387,2.1571808,7.2846527, 
-0.4480133,2.2433777,7.701248, 
-0.0074768066,2.5737762,7.816162, 
-0.5198364,2.7700958,7.811386, 
-0.52941895,2.7557373,9.113831, 
-0.12239075,2.8562927,11.4266205, 
0.17927551,2.3918152,12.614151, 
-1.1997833,1.5203247,11.838425, 
0.18885803,2.358307,7.6868744, 
0.13618469,2.1954956,8.802582, 
0.3468628,1.8746643,8.745117, 
0.27983093,1.9416962,7.902359, 
1.1225891,2.2337952,8.194443, 
1.1417389,2.4396973,8.3428955, 
0.7299347,2.9233246,8.251907, 
0.8544464,3.043045,10.014038, 
-0.26605225,3.0238953,11.086639, 
-0.5485687,2.6312408,11.522385, 
-0.6347656,1.6352539,11.76181, 
0.8448639,2.0997162,7.9789734, 
0.82092285,1.7358093,8.735535, 
0.9310608,1.9848022,7.763504, 
-0.069732666,2.4013977,7.17453, 
0.11701965,2.6839142,7.7299805, 
-0.5820923,2.5785675,7.878418, 
-0.80714417,2.861084,8.328522, 
