x,y,z, 
-0.1559143,2.4875946,9.305359, 
0.10266113,2.655182,9.128189, 
0.1409607,2.5977173,9.372406, 
0.08351135,2.5977173,9.104248, 
0.030838013,2.5498352,9.195221, 
0.006881714,2.6312408,9.123398, 
-0.14155579,2.6312408,9.190445, 
-0.122406006,2.679123,9.180862, 
-0.026626587,2.6934814,9.051575, 
-0.13197327,2.636032,9.17128, 
-0.122406006,2.6168823,9.262268, 
-0.031417847,2.6934814,9.2287445, 
0.08351135,2.7988281,9.123398, 
-0.069732666,2.7317963,9.2287445, 
0.045196533,2.727005,9.027634, 
-0.122406006,2.6120758,9.300568, 
0.08830261,2.74617,8.941437, 
-0.012268066,2.6743317,9.0659485, 
0.002105713,2.6647644,9.065933, 
-0.07929993,2.6025085,9.262268, 
-0.07929993,2.655182,9.262268, 
0.049987793,2.6647644,9.291, 
0.011672974,2.655182,9.2239685, 
-0.117614746,2.5785675,9.176071, 
-0.055358887,2.5881348,8.960602, 
-0.15112305,2.5833435,8.860046, 
-0.16070557,2.6216583,9.511261, 
0.13139343,2.7605286,9.353241, 
0.13618469,2.727005,9.324524, 
-0.021850586,2.6934967,9.161713, 
-0.08888245,2.6695404,9.080307, 
0.045196533,2.727005,9.113831, 
-0.0026855469,2.6839142,9.17128, 
-0.012268066,2.6934814,9.085098, 
-0.026626587,2.6743317,9.219177, 
-0.036209106,2.6599731,9.24791, 
-0.045791626,2.6839142,9.166504, 
0.059570312,2.6887054,8.9318695, 
0.002105713,2.6312408,9.286209, 
0.049987793,2.655182,9.3628235, 
0.12181091,2.7174225,9.3628235, 
0.19364929,2.7844696,9.037216, 
0.12660217,2.7222137,9.027634, 
0.10266113,2.655182,9.123398, 
0.06915283,2.6216583,9.085098, 
0.011672974,2.6647491,9.334091, 
0.10745239,2.7844696,9.065933, 
-0.041000366,2.6695404,9.195221, 
0.016464233,2.679123,9.166504, 
0.07872009,2.7174377,9.123398, 
0.049987793,2.7557373,9.176071, 
0.002105713,2.7126465,9.075516, 
-0.16549683,2.6025085,9.204803, 
0.040405273,2.6743317,9.037216, 
0.14575195,2.7317963,9.123398, 
0.169693,2.770111,9.15213, 
-0.017059326,2.727005,9.420288, 
0.002105713,2.7174225,9.262268, 
0.021255493,2.679123,9.281418, 
-0.0074768066,2.679123,9.176071, 
0.11703491,2.7078552,9.032425, 
-0.041000366,2.6695404,9.439438, 
0.040420532,2.7174225,9.037216, 
-0.055358887,2.703064,8.893555, 
-0.012268066,2.6887054,9.056366, 
0.10266113,2.7605286,8.941437, 
-0.055358887,2.7605286,9.223953, 
0.07872009,2.774887,9.185654, 
0.06436157,2.7796783,9.252686, 
0.0068969727,2.7365723,9.262268, 
0.002105713,2.727005,9.17128, 
0.06436157,2.7317963,9.118607, 
0.040420532,2.7653198,9.080307, 
0.07392883,2.7892609,9.161713, 
0.054779053,2.7796783,9.214386, 
0.040405273,2.770111,9.051575, 
0.06913757,2.6982727,8.984543, 
-0.026626587,2.7317963,9.128189, 
0.12660217,2.8036194,9.171295, 
0.15054321,2.8467255,9.085098, 
0.06434631,2.774887,9.190445, 
0.045196533,2.8084106,9.0707245, 
